#Position (bp)	insert size
2.675851987E9	20.133333333333333
2.684098064E9	25.0
2.692344141E9	20.23076923076923
2.700590218E9	20.4375
2.708836295E9	19.823529411764707
2.715895221E9	19.625
2.7200182595E9	20.0
2.725328449E9	19.846153846153847
2.733574526E9	19.428571428571427
2.741820603E9	20.0
2.75006668E9	20.2
2.758312757E9	20.166666666666668
2.766558834E9	19.76923076923077
2.774804911E9	20.142857142857142
2.7811016125E9	19.333333333333332
2.785224651E9	0.0
2.791297065E9	19.0
2.799543142E9	21.0
2.807789219E9	19.333333333333332
2.816035296E9	20.1
2.824281373E9	19.76923076923077
2.829194835E9	22.0
2.8333178735E9	0.0
2.840773527E9	19.333333333333332
2.849019604E9	20.53846153846154
2.857265681E9	19.857142857142858
2.865511758E9	19.9
2.873757835E9	19.952380952380953
2.8793423E9	19.956521739130434
2.8808791035E9	0.0
2.880975252E9	0.0
2.8810859095E9	19.0
2.881197201E9	0.0
2.8813095665E9	0.0
2.8814524455E9	0.0
2.881554052E9	0.0
2.881640732E9	0.0
2.8839023375E9	20.25
2.890249989E9	20.125
2.898496066E9	19.5
2.906742143E9	19.833333333333332
2.91498822E9	19.615384615384617
2.923234297E9	20.4
2.931480374E9	20.11111111111111
2.939726451E9	20.666666666666668
2.947972528E9	19.75
2.956218605E9	20.0
2.964464682E9	20.125
2.972710759E9	21.285714285714285
2.980956836E9	19.4
2.989202913E9	21.4
2.99744899E9	20.666666666666668
3.005695067E9	19.857142857142858
3.013941144E9	19.4
3.022187221E9	22.166666666666668
3.030433298E9	20.0
3.036137478E9	20.545454545454547
3.0402605165E9	20.333333333333332
3.046925452E9	20.5
3.055171529E9	20.5
3.063417606E9	19.0
3.071663683E9	0.0
3.07990976E9	0.0
3.088155837E9	0.0
3.093612455E9	0.0
3.0949646545E9	0.0
3.0949844115E9	0.0
3.094986631E9	0.0
3.0949886845E9	0.0
3.0949903915E9	0.0
3.0950018655E9	0.0
3.0950148115E9	0.0
3.09501762E9	0.0
3.0950189425E9	0.0
3.0950208025E9	0.0
3.0950224395E9	0.0
3.095029138E9	0.0
3.0950541825E9	0.0
3.095073617E9	0.0
3.0950755295E9	0.0
3.095078097E9	0.0
3.095079856E9	0.0
3.095081443E9	0.0
3.095083676E9	0.0
3.0950859065E9	0.0
3.095087998E9	0.0
3.095089742E9	0.0
3.095090955E9	0.0
3.0950923875E9	0.0
3.09509401E9	0.0
3.095290721E9	0.0
3.095487368E9	0.0
3.0954888715E9	0.0
3.0954917185E9	0.0
3.09554017E9	0.0
3.095642914E9	0.0
3.095701194E9	0.0
3.095704429E9	0.0
3.0957067955E9	0.0
3.0957090475E9	0.0
3.095711116E9	0.0
3.0957127415E9	0.0
3.095724736E9	0.0
3.0958051435E9	0.0
3.0958770435E9	0.0
3.095883944E9	0.0
3.095891188E9	0.0
3.095897045E9	0.0
3.095901348E9	0.0
3.095903924E9	0.0
3.095906365E9	0.0
3.0959089405E9	0.0
3.095910521E9	0.0
3.095956672E9	0.0
3.0960029275E9	0.0
3.096004328E9	0.0
3.0960058275E9	0.0
3.096008012E9	0.0
3.096010273E9	0.0
3.0960145725E9	0.0
3.096033612E9	0.0
3.0960713655E9	0.0
3.096095945E9	0.0
3.096100544E9	0.0
3.0961060525E9	0.0
3.0961123835E9	0.0
3.096116983E9	0.0
3.0961214015E9	0.0
3.0961251255E9	0.0
3.0961264715E9	0.0
3.0961276755E9	0.0
3.096129709E9	0.0
3.0961315825E9	0.0
3.0961328205E9	0.0
3.0961342485E9	0.0
3.0961354755E9	0.0
3.096136549E9	0.0
3.096138011E9	0.0
3.09614034E9	0.0
3.0961435325E9	0.0
3.0961494575E9	0.0
3.0961541415E9	0.0
3.096155188E9	0.0
3.0961563595E9	0.0
3.096158202E9	0.0
3.096160164E9	0.0
3.096161504E9	0.0
3.0961630155E9	0.0
3.0961645635E9	0.0
3.0961656565E9	0.0
3.0961670355E9	0.0
3.0961686715E9	0.0
3.0961702885E9	0.0
3.0961718175E9	0.0
3.0961733005E9	0.0
3.096174615E9	0.0
3.0961760655E9	0.0
3.0961775255E9	0.0
3.096180128E9	0.0
3.0961828035E9	0.0
3.0961846995E9	0.0
3.0961868525E9	0.0
3.096188403E9	0.0
3.0961903175E9	0.0
3.096192909E9	0.0
3.0961983075E9	0.0
3.0962061245E9	0.0
3.0963013935E9	0.0
3.0964824405E9	0.0
3.0966529405E9	0.0
3.096823688E9	0.0
3.0969922505E9	0.0
3.0970784705E9	0.0
3.097168094E9	0.0
3.0973555425E9	0.0
3.0975451075E9	0.0
3.097650289E9	0.0
3.0977044775E9	0.0
3.097837088E9	0.0
3.097983116E9	0.0
3.098109156E9	0.0
3.0982629605E9	0.0
3.0984127565E9	0.0
3.0985195995E9	0.0
3.098571167E9	0.0
3.098609624E9	0.0
3.0986677805E9	21.0
3.098743201E9	0.0
3.0988476855E9	0.0
3.099009914E9	0.0
3.0991915875E9	0.0
3.099360465E9	0.0
3.09967461E9	20.0
3.100047511E9	0.0
3.1003558965E9	0.0
3.1011422395E9	21.0
3.1019122975E9	20.0
3.1022400375E9	0.0
3.1024981065E9	0.0
3.1026642745E9	0.0
3.10276982E9	0.0
3.1028855445E9	0.0
3.103048969E9	0.0
3.103189656E9	0.0
3.1035356755E9	0.0
3.1038721965E9	0.0
3.1041915895E9	0.0
3.1045559385E9	19.0
3.104787129E9	0.0
3.105336073E9	0.0
3.1059898435E9	19.0
3.106384909E9	21.0
3.106656027E9	19.0
3.1068673425E9	0.0
3.107140135E9	0.0
3.107349736E9	0.0
3.10751412E9	0.0
3.107723675E9	0.0
3.1080555695E9	0.0
3.108442757E9	0.0
3.108678136E9	0.0
3.1089187585E9	0.0
3.1092823785E9	0.0
3.109975813E9	0.0
3.1105441855E9	0.0
3.110885305E9	19.333333333333332
3.111403221E9	0.0
3.111731037E9	0.0
3.1120587715E9	0.0
3.112396496E9	21.0
3.112649426E9	21.0
3.112905163E9	0.0
3.113082225E9	0.0
3.1133921265E9	0.0
3.1137486085E9	0.0
3.1141372015E9	19.0
3.1146007235E9	22.0
3.115013157E9	20.0
3.1154076605E9	19.0
3.115723036E9	19.0
3.115918682E9	0.0
3.1160894655E9	0.0
3.116325314E9	0.0
3.116531067E9	0.0
3.116681362E9	0.0
3.116898E9	0.0
3.1170494425E9	0.0
3.1171806545E9	0.0
3.117361551E9	0.0
3.1176782425E9	19.0
3.1180307805E9	19.0
3.1182369845E9	0.0
3.1183707825E9	19.0
3.118519089E9	0.0
3.1186486725E9	0.0
3.118738185E9	0.0
3.1189714925E9	0.0
3.11928008E9	0.0
3.119500009E9	0.0
3.1197001395E9	0.0
3.1199727365E9	21.0
3.120337415E9	0.0
3.1206044345E9	20.0
3.12076382E9	0.0
3.1209817405E9	0.0
3.12214775E9	0.0
3.123266536E9	0.0
3.123438732E9	0.0
3.123612478E9	0.0
3.123863132E9	0.0
3.124195485E9	0.0
3.1243917055E9	0.0
3.1246908495E9	0.0
3.1251040995E9	20.0
3.125440629E9	19.0
3.1256352745E9	0.0
3.1257738725E9	0.0
3.125936428E9	0.0
3.1261691495E9	20.0
3.1265210885E9	0.0
3.1268156285E9	0.0
3.1270726515E9	0.0
3.127265223E9	0.0
3.127371569E9	21.0
3.127535581E9	0.0
3.127749238E9	0.0
3.128067724E9	0.0
3.128370997E9	0.0
3.128676195E9	0.0
3.1292051565E9	20.0
3.1298403155E9	20.0
3.1302706125E9	0.0
3.1305754505E9	0.0
3.1321497915E9	19.5
3.1353335555E9	20.0
3.1372907885E9	0.0
3.1374988775E9	0.0
3.1376525275E9	0.0
3.137784479E9	0.0
3.1378894675E9	0.0
3.138044689E9	0.0
3.1382309345E9	23.0
3.1383331395E9	0.0
3.1384347255E9	0.0
3.138583716E9	0.0
3.1389355995E9	19.0
3.139390792E9	0.0
3.1398022755E9	0.0
3.1402084825E9	0.0
3.1403862685E9	0.0
3.140626454E9	0.0
3.1410640175E9	0.0
3.1414205715E9	0.0
3.141659797E9	0.0
3.141753944E9	0.0
3.1418928425E9	20.0
3.14216262E9	0.0
3.1423930235E9	0.0
3.1425337965E9	0.0
3.142583612E9	0.0
3.142693285E9	0.0
3.1430132E9	0.0
3.1433656765E9	0.0
3.1435620985E9	0.0
3.1437252355E9	0.0
3.1439124755E9	0.0
3.1441377615E9	0.0
3.1444302055E9	0.0
3.144653266E9	0.0
3.1448960075E9	0.0
3.145158894E9	0.0
3.145358015E9	0.0
3.145549262E9	0.0
3.14578279E9	0.0
3.1460245875E9	0.0
3.146138195E9	0.0
3.1462914205E9	0.0
3.146476455E9	0.0
3.146585554E9	0.0
3.1471636345E9	19.0
3.147783319E9	0.0
3.1481501035E9	0.0
3.148526311E9	0.0
3.148684268E9	0.0
3.1488239405E9	0.0
3.1490691495E9	0.0
3.149259299E9	0.0
3.14933491E9	0.0
3.149455246E9	0.0
3.1496810995E9	0.0
3.149915649E9	0.0
3.150120605E9	0.0
3.1504181785E9	0.0
3.1506806345E9	0.0
3.150768362E9	0.0
3.150789744E9	0.0
3.1508818525E9	0.0
3.1510179735E9	0.0
3.1511591855E9	0.0
3.1512713545E9	21.0
3.1514072115E9	0.0
3.151709963E9	0.0
3.152270877E9	0.0
3.1529776655E9	0.0
3.1534552455E9	0.0
3.1536732585E9	0.0
3.1560033245E9	19.333333333333332
3.1585028055E9	0.0
3.158956377E9	0.0
3.161904859E9	23.666666666666668
3.165574326E9	0.0
3.166757008E9	0.0
3.167122451E9	22.0
3.1674090865E9	0.0
3.1681710055E9	20.0
3.168797174E9	0.0
3.168889913E9	0.0
3.1689632785E9	0.0
3.169232994E9	0.0
3.170436759E9	0.0
3.1715358E9	0.0
3.171805015E9	0.0
3.171978051E9	19.0
3.1721019235E9	0.0
3.17235399E9	0.0
3.172662448E9	27.0
3.1728723615E9	0.0
3.173018677E9	19.0
3.1732341845E9	0.0
3.173641601E9	0.0
3.174097291E9	0.0
3.174407158E9	0.0
3.174588982E9	0.0
3.174693502E9	0.0
3.1747798065E9	0.0
3.1749374065E9	20.0
3.1751486585E9	0.0
3.175270819E9	0.0
3.175371511E9	20.0
3.1755254485E9	0.0
3.175709592E9	20.0
3.175927564E9	0.0
3.176246679E9	0.0
3.1764969075E9	0.0
3.1766565255E9	0.0
3.176814214E9	0.0
3.1770256965E9	19.0
3.177439156E9	19.666666666666668
3.177888433E9	0.0
3.1781600365E9	0.0
3.178414404E9	0.0
3.1786818255E9	0.0
3.1788488915E9	0.0
3.17901806E9	0.0
3.1792488865E9	0.0
3.1795161765E9	0.0
3.179716348E9	0.0
3.179885089E9	0.0
3.180057544E9	0.0
3.180190823E9	0.0
3.180321293E9	0.0
3.1805133995E9	0.0
3.180675235E9	0.0
3.180811143E9	0.0
3.18096962E9	0.0
3.181120948E9	0.0
3.181336293E9	0.0
3.181651021E9	0.0
3.182088629E9	0.0
3.1825167475E9	23.0
3.182835423E9	0.0
3.183345812E9	0.0
3.183800755E9	19.0
3.1841017925E9	0.0
3.184538628E9	0.0
3.1848475605E9	0.0
3.1850038065E9	0.0
3.185169146E9	0.0
3.185333034E9	0.0
3.1854821285E9	0.0
3.185560857E9	0.0
3.1856175245E9	19.5
3.1857620465E9	0.0
3.185864766E9	0.0
3.18603873E9	0.0
3.1862183885E9	0.0
3.1862672055E9	0.0
3.1863357065E9	0.0
3.186440086E9	23.0
3.1867119335E9	0.0
3.187060557E9	0.0
3.1872149555E9	0.0
3.1875321525E9	0.0
3.1878661955E9	0.0
3.188323252E9	0.0
3.1888609845E9	0.0
3.1890164205E9	0.0
3.1892442175E9	19.0
3.189549575E9	0.0
3.1897324745E9	0.0
3.189879881E9	27.0
3.190063743E9	25.0
3.1902100965E9	0.0
3.1904485205E9	0.0
3.1906569395E9	0.0
3.190956934E9	0.0
3.191412763E9	19.0
3.191806527E9	20.0
3.1921022445E9	0.0
3.1922532815E9	0.0
3.192356845E9	0.0
3.192504101E9	21.0
3.1926762215E9	0.0
3.1928082245E9	0.0
3.19294644E9	0.0
3.19308197E9	0.0
3.193206177E9	0.0
3.193316424E9	0.0
3.193419539E9	0.0
3.193529515E9	0.0
3.1936785085E9	21.0
3.1938463805E9	0.0
3.194013745E9	0.0
3.194154914E9	0.0
3.1943215615E9	0.0
3.194523951E9	0.0
3.194701111E9	0.0
3.1949120615E9	0.0
3.1950927045E9	0.0
3.1952518775E9	0.0
3.195435748E9	0.0
3.1956091645E9	0.0
3.1958114895E9	0.0
3.196109706E9	0.0
3.196353771E9	0.0
3.1967029805E9	0.0
3.197075701E9	0.0
3.1972374515E9	0.0
3.1973796755E9	0.0
3.1975426035E9	0.0
3.1977676235E9	0.0
3.1979527395E9	0.0
3.198105329E9	0.0
3.1982927055E9	0.0
3.1984319245E9	0.0
3.1985867145E9	0.0
3.1987824195E9	20.0
3.1991712875E9	0.0
3.1999777515E9	0.0
3.200528247E9	0.0
3.2006652215E9	0.0
3.200838305E9	0.0
3.2009909805E9	0.0
3.2033931135E9	19.0
3.2058172045E9	0.0
3.2059811825E9	0.0
3.2061196245E9	0.0
3.2066172325E9	0.0
3.207089975E9	19.0
3.207220389E9	0.0
3.2074120685E9	0.0
3.207617395E9	0.0
3.207753286E9	0.0
3.2078615945E9	0.0
3.2080453635E9	0.0
3.2082292395E9	0.0
3.208367914E9	0.0
3.2089832905E9	0.0
3.209674803E9	0.0
3.2098737475E9	0.0
3.2100419585E9	0.0
3.2102197555E9	0.0
3.2104339265E9	21.0
3.2107215125E9	0.0
3.2113604835E9	0.0
3.2120033515E9	21.0
3.2124657125E9	0.0
3.2128488645E9	0.0
3.213106978E9	19.0
3.213360953E9	0.0
3.2134460405E9	0.0
3.213543852E9	20.0
3.213776264E9	0.0
3.2139953065E9	0.0
3.2141429225E9	0.0
3.214260192E9	20.0
3.2143816105E9	0.0
3.2144972695E9	0.0
3.2147468265E9	19.0
3.2150559945E9	0.0
3.2152363695E9	0.0
3.2154820185E9	0.0
3.215741986E9	19.0
3.2159085415E9	0.0
3.2159970875E9	0.0
3.216172592E9	0.0
3.216423069E9	0.0
3.216602302E9	0.0
3.2167800045E9	0.0
3.216976208E9	0.0
3.217105766E9	0.0
3.217232704E9	0.0
3.217409445E9	0.0
3.217697237E9	0.0
3.2179214175E9	0.0
3.2180018645E9	0.0
3.218181336E9	0.0
3.2183849945E9	20.0
3.218538911E9	0.0
3.2186846755E9	0.0
3.2188208615E9	19.0
3.21897277E9	0.0
3.21910296E9	0.0
3.2191690575E9	0.0
3.2192929665E9	0.0
3.2194789615E9	0.0
3.2196210305E9	0.0
3.2197575135E9	0.0
3.219995537E9	0.0
3.220167637E9	0.0
3.2203473635E9	0.0
3.221264002E9	19.0
3.222109909E9	0.0
3.222875957E9	19.0
3.223791153E9	0.0
3.22412338E9	0.0
3.224254907E9	0.0
3.2244573975E9	0.0
3.224769352E9	0.0
3.225040074E9	0.0
3.225356919E9	0.0
3.2257667455E9	0.0
3.226049282E9	0.0
3.2261483695E9	0.0
3.226296789E9	0.0
3.2277430675E9	0.0
3.2291691485E9	0.0
3.2293102155E9	0.0
3.229542897E9	19.0
3.229926421E9	0.0
3.2302204435E9	0.0
3.231390486E9	20.0
3.232829023E9	20.0
3.233334927E9	20.0
3.233509165E9	0.0
3.233610913E9	0.0
3.2345884845E9	0.0
3.235611478E9	0.0
3.235841389E9	0.0
3.236013684E9	0.0
3.236113175E9	0.0
3.236247745E9	19.0
3.236393074E9	0.0
3.236593858E9	0.0
3.236821168E9	0.0
3.2370027015E9	0.0
3.2371541165E9	0.0
3.2372903675E9	0.0
3.237454116E9	20.0
3.237617889E9	19.0
3.2377327555E9	0.0
3.237790107E9	0.0
3.23800942E9	0.0
3.2382873595E9	0.0
3.2384664825E9	0.0
3.2386384265E9	22.0
3.2387379365E9	0.0
3.2388763955E9	0.0
3.2394871345E9	21.0
3.2400451855E9	0.0
3.2401687655E9	0.0
3.240257483E9	0.0
3.24037853E9	0.0
3.240502205E9	0.0
3.240617535E9	0.0
3.240704584E9	0.0
3.240776534E9	0.0
3.240945405E9	0.0
3.24108333E9	0.0
3.241179001E9	0.0
3.2412786915E9	0.0
3.2414499945E9	0.0
3.2416730825E9	0.0
3.241918281E9	0.0
3.2422021815E9	0.0
3.24238468E9	0.0
3.2424838075E9	0.0
3.242613675E9	0.0
3.242837515E9	0.0
3.2430520525E9	0.0
3.2432052615E9	0.0
3.2433934465E9	0.0
3.2435811345E9	0.0
3.2437431915E9	0.0
3.244013913E9	0.0
3.2447753955E9	0.0
3.245413083E9	0.0
3.24721645E9	21.0
3.2496140825E9	21.0
3.250369261E9	0.0
3.250533175E9	0.0
3.250760998E9	0.0
3.250973697E9	0.0
3.251134365E9	0.0
3.251527852E9	0.0
3.2519122185E9	0.0
3.2545911175E9	22.0
3.25718612E9	0.0
3.2572549805E9	19.0
3.257388095E9	0.0
3.2576295445E9	20.0
3.2578364795E9	0.0
3.2585921095E9	0.0
3.259390735E9	0.0
3.2595566205E9	0.0
3.2600002355E9	0.0
3.260402002E9	0.0
3.260576013E9	0.0
3.2607962875E9	0.0
3.261157457E9	0.0
3.2634409245E9	19.0
3.26574333E9	0.0
3.2661548085E9	0.0
3.2663787555E9	20.0
3.2670202135E9	0.0
3.267640417E9	0.0
3.2678101975E9	0.0
3.270230748E9	0.0
3.27311549E9	0.0
3.27367699E9	0.0
3.2737756655E9	0.0
3.276272668E9	0.0
3.2792197695E9	0.0
3.2798350495E9	0.0
3.2809278905E9	19.0
3.2832310845E9	0.0
3.285024864E9	20.0
3.285609009E9	0.0
3.287938268E9	0.0
3.2904029025E9	19.0
3.2911146315E9	0.0
3.2916465575E9	0.0
3.292083173E9	0.0
